year,recipient,recipient_iso3,aid,debt,aid_socgov,aid_econ,aid_human
2005,Mozambique,MOZ,14880008.92649851,0,12996463.492764521,0,1883545.43373399
2006,Mozambique,MOZ,110631745.19018894,0,110631745.19018894,0,0
2007,Mozambique,MOZ,72112575.21328568,0,0,11290624.5202289,468430.530378281
2008,Mozambique,MOZ,58807477.6059959,0,58807477.6059959,0,0
2009,Mozambique,MOZ,131349287.6761904,29985445.3255819,977786.260616803,130371501.4155736,0
2010,Mozambique,MOZ,78723032.7404081,0,94998.5660171927,78628034.1743909,0
2011,Mozambique,MOZ,91223094.08317262,104669679.96688,826049.690491717,90397044.3926809,0
2012,Mozambique,MOZ,66873836.088610664,783016795.7331083,3228925.63266813,63644910.45594254,0
2013,Mozambique,MOZ,197869808.94993287,0,93717906.73717296,103666071.27765,485830.935109894
2014,Mozambique,MOZ,115627013.637657,445155675.309137,0,115627013.637657,0
2015,Mozambique,MOZ,6273944.316788279,0,5585737.76830634,0,688206.548481939
2016,Mozambique,MOZ,19899845.24083855,0,5022462.75969425,10249923.999376,0
2017,Mozambique,MOZ,301940475.9318104,1791976947.8395998,37624827.9234097,228149248.0084007,0
2000,Mauritius,MUS,6984371.8499414995,0,1602712.09239494,5381659.75754656,0
2001,Mauritius,MUS,15562121.74551321,0,0,15562121.74551321,0
2002,Mauritius,MUS,31452847.32212665,0,31452847.32212665,0,0
2003,Mauritius,MUS,2642813.88768896,0,2642813.88768896,0,0
2004,Mauritius,MUS,4844115.838414696,0,67074.1846072857,4777041.65380741,0
2005,Mauritius,MUS,12748196.73416742,0,2858305.79165245,9889890.94251497,0
2006,Mauritius,MUS,39681033.68227695,0,43256.4958267789,39637777.18645017,0
2007,Mauritius,MUS,0,61585224.6557944,0,0,0
2008,Mauritius,MUS,15197010.08082407,0,15197010.08082407,0,0
2009,Mauritius,MUS,98412725.25935201,338965903.680491,98412725.25935201,0,0
2010,Mauritius,MUS,3059.28100030056,0,3059.28100030056,0,0
2011,Mauritius,MUS,0,0,0,0,0
2012,Mauritius,MUS,118704598.92732956,0,118694191.61414266,10407.31318689207,0
2013,Mauritius,MUS,8067306.309030572,0,8067306.309030572,0,0
2014,Mauritius,MUS,28154669.83718969,0,28154669.83718969,0,0
2015,Mauritius,MUS,7820971.39219594,0,7820971.39219594,0,0
2016,Mauritius,MUS,61793764.20199538,0,41496035.52757944,7318994.304703244,0
2017,Mauritius,MUS,3616096.55287449,73700000,0,3616096.55287449,0
2000,Namibia,NAM,0,17304286.79627543,0,0,0
2001,Namibia,NAM,0,0,0,0,0
2002,Namibia,NAM,22631825.6860092,0,22631825.6860092,0,0
2003,Namibia,NAM,25545705.9810024,63433.2967379596,25545705.9810024,0,0
2004,Namibia,NAM,9662285.422799258,0,452214.48313739686,9210070.93966186,0
2005,Namibia,NAM,69498188.83430389,147982.773445543,229878.220335568,57774399.59718992,0
2006,Namibia,NAM,3096.70134269142,0,3096.70134269142,0,0
2007,Namibia,NAM,18175915.856398143,8416647.36962524,4957610.58479145,13218305.271606693,0
2008,Namibia,NAM,10171841.075844219,57131616.8452033,3808774.45634688,6355067.13822113,0
2009,Namibia,NAM,13656017.008135542,0,13361799.720777286,163845.78594268305,130371.501415573
2010,Namibia,NAM,90807.75263284934,0,90807.75263284934,0,0
2011,Namibia,NAM,16861835.61354312,0,16357695.443040226,0,504140.1705028945
2012,Namibia,NAM,5823199.066103114,1463102692.6402051,1055661.5963948637,4767537.46970825,0
2013,Namibia,NAM,24002502.460919138,77732949.617583,28530.642051130162,23779639.44482405,194332.374043957
2014,Namibia,NAM,1640201.1419115963,0,187467.173584354,1445626.79582988,0
2015,Namibia,NAM,0,31283885.5687837,0,0,0
2016,Namibia,NAM,18462307.782953147,0,14237883.326648561,0,42516.0686082461
2017,Namibia,NAM,1151402.5871119553,0,24792.6293739653,1126609.95773799,0
2000,Nepal,NPL,16304551.7822971,0,0,16304551.7822971,0
2001,Nepal,NPL,89729502.6087281,0,89729502.6087281,0,0
2002,Nepal,NPL,0,0,0,0,0
2003,Nepal,NPL,0,0,0,0,0
2004,Nepal,NPL,0,0,0,0,0
2005,Nepal,NPL,14965562.73248303,0,5310677.47838916,0,0
2006,Nepal,NPL,18257.6091971567,0,0,0,18257.6091971567
2007,Nepal,NPL,58252350.13607403,0,2160613.504554907,56030151.40686333,61585.2246557944
2008,Nepal,NPL,26471.4002065669,0,26471.4002065669,0,0
2009,Nepal,NPL,23566807.63887882,11445545.0250305,0,17779431.757559,0
2010,Nepal,NPL,8148120.77092503,0,8098559.723006496,0,0
2011,Nepal,NPL,205020160.4173352,0,21561504.124639038,183351855.359884,106800.932812163
2012,Nepal,NPL,30186027.769657515,118278949.91881,9686776.89800439,0,0
2013,Nepal,NPL,105530796.34026662,0,42509410.32574382,63021386.014522806,0
2014,Nepal,NPL,512521.5778607224,0,19275.0239443984,493246.553916324,0
2015,Nepal,NPL,54246279.60149721,0,0,26678230.61142568,27568048.99007153
2016,Nepal,NPL,277670559.2837776,0,14937318.423263185,218010366.47922862,44722874.38128576
2017,Nepal,NPL,191515068.6665989,0,1331864.05386041,147984894.873379,42198309.739359476
2000,Pakistan,PAK,19187335.134325154,0,7399782.16662653,0,11787552.967698624
2001,Pakistan,PAK,187201791.78859794,409324959.5586681,0,179818605.54860982,7383186.239988108
2002,Pakistan,PAK,131758650.924411,262134735.0218547,0,131758650.924411,0
2003,Pakistan,PAK,3646919.9176603304,230051422.836333,0,3224031.2727406,422888.64491973
2004,Pakistan,PAK,98848.042702987,0,98848.042702987,0,0
2005,Pakistan,PAK,445005556.41997045,384243268.48173296,55502622.600738816,367521137.94741,21981795.87182168
2006,Pakistan,PAK,31009152.5774012,0,0,8552446.49149744,22456706.085903756
2007,Pakistan,PAK,13244089.592368074,472153.389027757,5471268.59481833,0,7772820.997549743
2008,Pakistan,PAK,113069430.11573687,433786835.185012,111745860.10540853,0,1323570.01032834
2009,Pakistan,PAK,159744343.15419278,894810658.8610622,1332340.805390573,152670886.585831,5741115.762971217
2010,Pakistan,PAK,319614593.851153,1866468009.2751932,151769013.919269,142752148.9746531,25093430.957230914
2011,Pakistan,PAK,330552163.5676213,441820506.913324,2450450.578026313,306960064.9867219,10461554.721656803
2012,Pakistan,PAK,10574731.44698812,0,0,10574731.44698812,0
2013,Pakistan,PAK,10816362.99462661,540048469.409072,0,0,7655812.04103971
2014,Pakistan,PAK,422995851.7997567,6024408733.82174,0,421068728.89841545,1927122.9013412604
2015,Pakistan,PAK,368907078.79433274,7387100891.199451,39168653.89514205,194771360.50288516,134967064.39630556
2016,Pakistan,PAK,1046550321.4534742,4846556985.868645,41733551.03141377,1001731798.1008816,0
2017,Pakistan,PAK,563526733.7122521,4121880000,35526733.71225216,523000000,4000000
2000,Peru,PER,0,0,0,0,0
2001,Peru,PER,109128.095977723,0,0,0,109128.095977723
2002,Peru,PER,2621070.61017722,0,2621070.61017722,0,0
2003,Peru,PER,2537331.86951838,0,0,0,0
2004,Peru,PER,0,0,0,0,0
2005,Peru,PER,0,0,0,0,0
2006,Peru,PER,0,0,0,0,0
2007,Peru,PER,7858657.489073611,4105681.64371963,7390226.95869533,0,468430.530378281
2008,Peru,PER,5206165.163749053,0,1365106.218086541,3841058.9456625124,0
2009,Peru,PER,66793.5128813011,0,66793.5128813011,0,0
2010,Peru,PER,3241890.3767068973,2417266310.87004,824624.0658368571,0,2417266.31087004
2011,Peru,PER,2148128.4101604936,192241679.0618929,496029.0291770638,1652099.38098343,0
2012,Peru,PER,12068991.032558119,35647664.2311062,12068991.032558119,0,0
2013,Peru,PER,86915.1512236399,407126323.622091,0,0,86915.1512236399
2014,Peru,PER,3287968.663884476,6704817079.059007,3128296.64857663,159672.0153078462,0
2015,Peru,PER,3128388.5568783702,122894026.514632,0,0,3128388.5568783702
2016,Peru,PER,35777509.67404858,256248099.9844,12185640.668656543,5447604.29837854,18144264.7070135
2017,Peru,PER,14168112.262795925,365000000,12558942.64113657,0,1609169.621659355
2000,Philippines,PHL,15593209.6918035,0,0,15593209.6918035,0
2001,Philippines,PHL,0,76347360.404158,0,0,0
2002,Philippines,PHL,0,0,0,0,0
2003,Philippines,PHL,10786704.510312427,52829363.9665973,0,10572216.1229932,214488.387319227
2004,Philippines,PHL,98848.042702987,357414752.80546,0,0,98848.042702987
2005,Philippines,PHL,470886.358433497,0,0,0,470886.358433497
2006,Philippines,PHL,3310256.3587436,88477181.2197549,0,0,3310256.3587436
2007,Philippines,PHL,2878073.36461805,164227265.748785,2878073.36461805,0,0
2008,Philippines,PHL,0,0,0,0,0
2009,Philippines,PHL,13037.1501415573,181411944.2197708,0,0,13037.1501415573
2010,Philippines,PHL,0,736782771.553188,0,0,0
2011,Philippines,PHL,1666094.55186974,0,0,1666094.55186974,0
2012,Philippines,PHL,334279.351046698,0,0,0,334279.351046698
2013,Philippines,PHL,1677441.663815429,0,0,0,1677441.663815429
2014,Philippines,PHL,0,0,0,0,0
2015,Philippines,PHL,17280.0263915853,0,0,0,17280.0263915853
2016,Philippines,PHL,11704223.705741117,0,9870156.69634931,0,1834067.009391806
2017,Philippines,PHL,13792884.127246847,450000000,7999244.74366898,0,5793639.383577868
2000,Papua New Guinea,PNG,2690829.87877328,23946714.8838411,2690829.87877328,0,0
2001,Papua New Guinea,PNG,1868138.4743664083,0,1351315.4375672394,516823.03679916897,0
2002,Papua New Guinea,PNG,2686959.482172463,39527654.5081669,335729.0693579836,55936.3145905184,125828.977029291
2003,Papua New Guinea,PNG,71485.14709038349,0,71485.14709038349,0,0
2004,Papua New Guinea,PNG,26297942.98044393,0,19952412.556495458,6326274.73299117,19255.6909573017
2005,Papua New Guinea,PNG,3501450.4577948917,0,2239008.0696104183,1262442.388184473,0
2006,Papua New Guinea,PNG,7011805.537345201,0,663445.7480747811,6348359.78927042,0
2007,Papua New Guinea,PNG,31540989.0454709,0,31540989.0454709,0,0
2008,Papua New Guinea,PNG,6448086.347013064,1367247820.6691809,6448086.347013064,0,0
2009,Papua New Guinea,PNG,1636050.4646122765,2477058526.895892,57251.5824696867,1578798.88214259,0
2010,Papua New Guinea,PNG,189735578.34352383,0,68575441.10455981,121160137.238964,0
2011,Papua New Guinea,PNG,95721867.23303087,356651035.032937,85965661.5953621,9756205.63766877,0
2012,Papua New Guinea,PNG,765915.528622624,0,765915.528622624,0,0
2013,Papua New Guinea,PNG,100421607.56303105,116599424.426374,98841332.08623761,1580275.47679345,0
2014,Papua New Guinea,PNG,145440742.811737,166960257.406379,34060147.56982623,111380595.24191077,0
2015,Papua New Guinea,PNG,1425809.91356021,0,0,1425809.91356021,0
2016,Papua New Guinea,PNG,717494.679956321,234926428.608013,717494.679956321,0,0
2017,Papua New Guinea,PNG,156881567.85097238,529039867.35,22881567.850972377,134000000,0
2000,North Korea,PRK,407803679.34348077,0,107633195.150931,223968518.8689523,0
2001,North Korea,PRK,303150025.74877363,0,0,200542771.5022448,0
2002,North Korea,PRK,314797182.8634988,0,0,194010002.123689,0
2003,North Korea,PRK,312859930.23382634,0,0,232262179.22468957,0
2004,North Korea,PRK,415925578.81043404,0,0,372418883.9227632,2398405.6311739986
2005,North Korea,PRK,477287758.2861758,0,0,398784841.9646986,24941.2774748161
2006,North Korea,PRK,491926148.499873,0,110596.476524693,426880023.988335,0
2007,North Korea,PRK,551750187.6998148,0,0,455205487.3576219,0
2008,North Korea,PRK,501134061.0706502,0,0,493516512.1579564,0
2009,North Korea,PRK,380956298.99035066,30343338.7089339,0,334407203.39049315,0
2010,North Korea,PRK,799105308.1098101,0,0,799090067.2215474,0
2011,North Korea,PRK,373230707.67140275,0,165209.938098343,371384437.316241,0
2012,North Korea,PRK,570605730.6736991,0,0,399505577.02512896,1018504.69231732
2013,North Korea,PRK,349892232.98197377,0,0,348920571.111754,0
2014,North Korea,PRK,370004248.45314246,0,0,370004248.45314246,0
2015,North Korea,PRK,196763745.6561388,0,0,196763745.6561388,0
2016,North Korea,PRK,165708062.76161888,0,0,162623090.44044,3084972.32117887
2017,North Korea,PRK,186182000,0,0,186182000,0
2000,Palestinian Territories,PSE,807248.963631985,0,0,0,807248.963631985
2001,Palestinian Territories,PSE,2182561.91955447,0,2182561.91955447,0,0
2002,Palestinian Territories,PSE,5423662.80298668,0,5423662.80298668,0,0
2003,Palestinian Territories,PSE,0,0,0,0,0
2004,Palestinian Territories,PSE,0,0,0,0,0
2005,Palestinian Territories,PSE,11493911.0167784,0,11493911.0167784,0,0
2006,Palestinian Territories,PSE,0,0,0,0,0
2007,Palestinian Territories,PSE,0,0,0,0,0
2008,Palestinian Territories,PSE,16544625.129104324,0,14559270.11361181,0,1985355.015492513
2009,Palestinian Territories,PSE,1303715.01415573,0,0,0,1303715.01415573
2010,Palestinian Territories,PSE,0,0,0,0,0
2011,Palestinian Territories,PSE,5874051.30466898,0,5874051.30466898,0,0
2012,Palestinian Territories,PSE,0,0,0,0,0
2013,Palestinian Territories,PSE,0,0,0,0,0
2014,Palestinian Territories,PSE,0,0,0,0,0
2015,Palestinian Territories,PSE,0,0,0,0,0
2016,Palestinian Territories,PSE,8019928.5229284605,0,0,7712430.80294718,307497.71998128
2017,Palestinian Territories,PSE,8320000,0,0,8320000,0
2000,Romania,ROU,0,1113800.69227168,0,0,0
2001,Romania,ROU,0,1318426.11428359,0,0,0
2002,Romania,ROU,0,1310535.30508861,0,0,0
2003,Romania,ROU,0,22897.0562788549,0,0,0
2004,Romania,ROU,0,253050989.319646,0,0,0
2005,Romania,ROU,0,1149391.10167784,0,0,0
2006,Romania,ROU,0,0,0,0,0
2007,Romania,ROU,0,0,0,0,0
2008,Romania,ROU,0,0,0,0,0
2009,Romania,ROU,0,954193.041161445,0,0,0
2010,Romania,ROU,0,0,0,0,0
2011,Romania,ROU,0,0,0,0,0
2012,Romania,ROU,0,0,0,0,0
2013,Romania,ROU,0,113530137.16803649,0,0,0
2014,Romania,ROU,0,55390718.7890204,0,0,0
2015,Romania,ROU,0,46907359.9487426,0,0,0
2016,Romania,ROU,0,0,0,0,0
2017,Romania,ROU,0,0,0,0,0
2000,Rwanda,RWA,0,0,0,0,0
2001,Rwanda,RWA,44048265.08843405,0,0,8311454.38271356,0
2002,Rwanda,RWA,23864116.333141387,0,15186255.8483627,8677860.48477869,0
2003,Rwanda,RWA,0,0,0,0,0
2004,Rwanda,RWA,0,0,0,0,0
2005,Rwanda,RWA,0,0,0,0,0
2006,Rwanda,RWA,59442360.56602432,0,51506910.82943629,7935449.73658803,0
2007,Rwanda,RWA,53391091.58155334,0,3425168.34120334,0,0
2008,Rwanda,RWA,1904387.22817344,145250.687988369,1904387.22817344,0,0
2009,Rwanda,RWA,41884915.2538622,0,91260.0509909016,41793655.2028713,0
2010,Rwanda,RWA,1785517.81081493,0,1785517.81081493,0,0
2011,Rwanda,RWA,0,0,0,0,0
2012,Rwanda,RWA,159636442.61937582,0,12915702.5306725,138648426.007033,0
2013,Rwanda,RWA,2233563.027721701,0,1609460.721832051,624102.30588965,0
2014,Rwanda,RWA,44933596.50113539,0,25547840.5130548,11565014.366639,0
2015,Rwanda,RWA,0,0,0,0,0
2016,Rwanda,RWA,118323005.4341437,0,43049680.7973793,75273324.6367644,0
2017,Rwanda,RWA,57030000,0,50030000,7000000,0
2000,Sudan,SDN,48383220.587894045,712832443.053876,1559320.96918035,46823899.6187137,0
2001,Sudan,SDN,144922111.458417,284780040.685256,0,0,0
2002,Sudan,SDN,39537402.59997386,90813809.97320902,13286874.63351836,26250527.9664555,0
2003,Sudan,SDN,1286638702.1682792,998476036.1903015,1057221.61229932,1285581480.55598,0
2004,Sudan,SDN,52920520.544669464,441649295.4081849,13768611.733270643,33212942.3482036,1194260.41345185
2005,Sudan,SDN,331919233.10680366,1196559907.688191,0,329620450.903448,2298782.20335568
2006,Sudan,SDN,250520968.95470724,181280940.64916596,212158657.29086792,36150382.13334544,2211929.53049387
2007,Sudan,SDN,186419922.38104895,1714662912.39374,23316216.691010002,3591300.73290015,29614175.162743445
2008,Sudan,SDN,70778198.14787474,0,56078641.34848064,14368664.29681202,264714.002065669
2009,Sudan,SDN,14174440.299033742,1624428907.6380463,10245731.124225542,0,3928709.174808201
2010,Sudan,SDN,24429845.85675252,607096433.9750106,3992809.903707558,13294964.70978522,0
2011,Sudan,SDN,14524926.86245418,0,14524926.86245418,0,0
2012,Sudan,SDN,19373553.7960087,0,19373553.7960087,0,0
2013,Sudan,SDN,72610.5838961679,0,0,0,72610.5838961679
2014,Sudan,SDN,39103708.1072078,0,0,39103708.1072078,0
2015,Sudan,SDN,2654510.97271605,0,2654510.97271605,0,0
2016,Sudan,SDN,3132789.39215714,0,3132789.39215714,0,0
2017,Sudan,SDN,36996223.7183448,0,0,36996223.7183448,0
2000,Sierra Leone,SLE,556900.346135841,0,0,556900.346135841,0
2001,Sierra Leone,SLE,0,0,0,0,0
2002,Sierra Leone,SLE,13574524.6901078,0,13574524.6901078,0,0
2003,Sierra Leone,SLE,528610.806149663,0,0,528610.806149663,0
2004,Sierra Leone,SLE,0,5930882.56217922,0,0,0
2005,Sierra Leone,SLE,18835454.3373398,0,18835454.3373398,0,0
2006,Sierra Leone,SLE,4552568.918264092,0,128709.85727635236,0,0
2007,Sierra Leone,SLE,61217501.7427836,0,0,23809691.980076,0
2008,Sierra Leone,SLE,0,0,0,0,0
2009,Sierra Leone,SLE,0,0,0,0,0
2010,Sierra Leone,SLE,0,0,0,0,0
2011,Sierra Leone,SLE,46344223.41378583,0,85440.7462497306,46258782.6675361,0
2012,Sierra Leone,SLE,15821735.600073807,1222205630.78078,161446.281633406,15660289.3184404,0
2013,Sierra Leone,SLE,41380515.993157305,43724784.1598904,39825857.000805646,1554658.99235166,0
2014,Sierra Leone,SLE,8966549.399696244,11846352.6161315,0,0,8966549.399696244
2015,Sierra Leone,SLE,16570047.38302082,0,0,0,16570047.38302082
2016,Sierra Leone,SLE,59609481.138237864,169123745.989704,46274584.817683,10249923.999376,0
2017,Sierra Leone,SLE,1001400,659000000,0,0,1001400
2000,Seychelles,SYC,0,0,0,0,0
2001,Seychelles,SYC,421896.35657075,0,421896.35657075,0,0
2002,Seychelles,SYC,0,0,0,0,0
2003,Seychelles,SYC,5109141.19620048,0,5109141.19620048,0,0
2004,Seychelles,SYC,0,0,0,0,0
2005,Seychelles,SYC,12433841.406571737,0,9024624.17151322,470886.358433497,113012.726024039
2006,Seychelles,SYC,88171.663739867,0,88171.663739867,0,0
2007,Seychelles,SYC,13666007.03598859,0,11323854.384097181,0,0
2008,Seychelles,SYC,6564907.2512285905,0,4632495.03614921,0,0
2009,Seychelles,SYC,7822290.08493442,0,7822290.08493442,0,0
2010,Seychelles,SYC,2703658.012486535,0,2703658.012486535,0,0
2011,Seychelles,SYC,30960913.080739595,0,19065797.537658896,11895115.5430807,0
2012,Seychelles,SYC,10988675.61389219,0,10988675.61389219,0,0
2013,Seychelles,SYC,4830133.673330279,0,4830133.673330279,0,0
2014,Seychelles,SYC,0,0,0,0,0
2015,Seychelles,SYC,0,0,0,0,0
2016,Seychelles,SYC,18496632.1830562,0,0,18496632.1830562,0
2017,Seychelles,SYC,11590667.799459651,0,7213107.09756344,4377560.70189621,0
2000,Togo,TGO,0,0,0,0,0
2001,Togo,TGO,63916230.696752265,0,7910556.68570156,0,0
2002,Togo,TGO,786321.183053168,0,0,786321.183053168,0
2003,Togo,TGO,6118196.582450074,0,5351825.403020002,766371.179430072,0
2004,Togo,TGO,35340067.51507064,0,608722.102913877,34731345.41215676,0
2005,Togo,TGO,15890811.786651038,0,14463315.673625799,1427496.11302524,0
2006,Togo,TGO,67453363.2252358,0,0,67453363.2252358,0
2007,Togo,TGO,30597102.198427167,0,9773.95271596636,0,0
2008,Togo,TGO,20456898.814298302,0,4335908.5826227935,7617548.91269377,8503441.318981737
2009,Togo,TGO,46677867.86206425,217739804.89644063,0,46677867.86206425,0
2010,Togo,TGO,51142097.62862647,0,50784994.066463485,0,357103.562162987
2011,Togo,TGO,14961794.8819848,49811955.0635929,14961794.8819848,0,0
2012,Togo,TGO,132248265.36895755,102607748.5041842,33257934.0164817,82845703.18913525,0
2013,Togo,TGO,237041.321519017,0,237041.321519017,0,0
2014,Togo,TGO,191583488.37312093,0,7501542.950664041,184081945.4224569,0
2015,Togo,TGO,255990.2623485099,0,255990.2623485099,0,0
2016,Togo,TGO,86542060.10737032,0,13827.5603854993,86528232.5469848,0
2017,Togo,TGO,20717885.28227309,0,14798489.4873379,5919395.79493519,0
2000,Thailand,THA,0,3325878.47087174,0,0,0
2001,Thailand,THA,0,0,0,0,0
2002,Thailand,THA,0,0,0,0,0
2003,Thailand,THA,0,0,0,0,0
2004,Thailand,THA,196423.715042669,0,196423.715042669,0,0
2005,Thailand,THA,2834735.87776965,0,0,0,2834735.87776965
2006,Thailand,THA,3453708.51890259,11059647.6524693,0,0,3453708.51890259
2007,Thailand,THA,0,0,0,0,0
2008,Thailand,THA,0,0,0,0,0
2009,Thailand,THA,151892.741317385,0,151892.741317385,0,0
2010,Thailand,THA,1785517.81081493,1196296.933246,0,0,1785517.81081493
2011,Thailand,THA,7676406.85205536,0,0,0,7676406.85205536
2012,Thailand,THA,81960.0908921906,0,0,0,81960.0908921906
2013,Thailand,THA,0,384725780.8978997,0,0,0
2014,Thailand,THA,0,0,0,0,0
2015,Thailand,THA,0,0,0,0,0
2016,Thailand,THA,21785.7131215638,0,21785.7131215638,0,0
2017,Thailand,THA,45469.67572787056,0,16869.67572787056,0,28600
2000,Tajikistan,TJK,17170238.87830508,0,0,2690829.87877328,0
2001,Tajikistan,TJK,0,0,0,0,0
2002,Tajikistan,TJK,5728776.37763149,0,1389846.13524215,0,4338930.24238934
2003,Tajikistan,TJK,5875512.37563055,0,0,2043656.47848019,3831855.89715036
2004,Tajikistan,TJK,1513970.1950732633,0,1476407.9388461283,0,37562.256227135
2005,Tajikistan,TJK,0,0,0,0,0
2006,Tajikistan,TJK,70781744.9758039,1188822864.3795824,0,70781744.9758039,0
2007,Tajikistan,TJK,20495346.83692973,0,4277904.34423723,16217442.4926925,0
2008,Tajikistan,TJK,1450488.4621887412,4288004.175281003,0,906554.130744204,0
2009,Tajikistan,TJK,11489427.944361972,318008684.8279377,11450316.4939373,0,39111.4504246721
2010,Tajikistan,TJK,1688669.0170431552,42368638.8896741,803483.014866721,0,885186.002176434
2011,Tajikistan,TJK,1638758.646519425,28263573.5094426,822237.7469279061,0,816520.899591519
2012,Tajikistan,TJK,0,226670169.3393468,0,0,0
2013,Tajikistan,TJK,67284136.9187748,148217301.6833261,22816494.61826292,44467642.30051188,0
2014,Tajikistan,TJK,209595007.5427021,374869551.4566992,0,209595007.5427021,0
2015,Tajikistan,TJK,1564194.27843918,0,0,0,1564194.27843918
2016,Tajikistan,TJK,9193217.51711304,121281508.227936,0,9193217.51711304,0
2017,Tajikistan,TJK,316540802.6656857,20000000,223377342.310069,80804517.7144802,12358942.6411365
2000,Turkmenistan,TKM,29599128.666506078,0,0,29599128.666506078,0
2001,Turkmenistan,TKM,18416098.57849665,0,0,7910556.68570155,0
2002,Turkmenistan,TKM,9173747.13562029,0,0,9173747.13562029,0
2003,Turkmenistan,TKM,14075683.99553232,0,0,14075683.99553232,0
2004,Turkmenistan,TKM,0,0,0,0,0
2005,Turkmenistan,TKM,94250070.33758298,0,0,25286604.23691248,0
2006,Turkmenistan,TKM,64145956.38432219,44238590.6098774,0,64145956.38432219,0
2007,Turkmenistan,TKM,0,468430530.37828195,0,0,0
2008,Turkmenistan,TKM,0,0,0,0,0
2009,Turkmenistan,TKM,85877373.70453,3987480485.7601256,0,85877373.70453,0
2010,Turkmenistan,TKM,0,0,0,0,0
2011,Turkmenistan,TKM,0,33041987.6196686,0,0,0
2012,Turkmenistan,TKM,0,0,0,0,0
2013,Turkmenistan,TKM,0,3983813667.90113,0,0,0
2014,Turkmenistan,TKM,0,0,0,0,0
2015,Turkmenistan,TKM,0,0,0,0,0
2016,Turkmenistan,TKM,0,0,0,0,0
2017,Turkmenistan,TKM,0,0,0,0,0
2000,Tonga,TON,9794620.75873474,0,9794620.75873474,0,0
2001,Tonga,TON,0,9232494.46202194,0,0,0
2002,Tonga,TON,8649533.01358485,0,8649533.01358485,0,0
2003,Tonga,TON,0,0,0,0,0
2004,Tonga,TON,0,0,0,0,0
2005,Tonga,TON,0,0,0,0,0
2006,Tonga,TON,8073845.583512439,0,1040425.63213043,2609560.89039427,0
2007,Tonga,TON,90324996.1618318,7800795.12306729,0,0,90324996.1618318
2008,Tonga,TON,17416459.455220554,32361286.752528,3810159.7490451634,13606299.70617539,0
2009,Tonga,TON,162526.94761678792,0,0,32155.4462012149,130371.501415573
2010,Tonga,TON,51958568.2947146,0,0,51958568.2947146,0
2011,Tonga,TON,1274782.954430298,27180837.4006955,0,1274782.954430298,0
2012,Tonga,TON,22147936.65159363,0,22147936.65159363,0,0
2013,Tonga,TON,79013.7738396726,0,79013.7738396726,0,0
2014,Tonga,TON,10804102.993234526,0,0,7131758.85942744,1326121.647374616
2015,Tonga,TON,2502835.293535637,0,1072496.7642401273,1430338.52929551,0
2016,Tonga,TON,373658.235991128,0,0,0,0
2017,Tonga,TON,26295951.9880258,0,26295951.9880258,0,0
2000,Trinidad & Tobago,TTO,930115.137185786,0,930115.137185786,0,0
2001,Trinidad & Tobago,TTO,709579.640635313,0,0,709579.640635313,0
2002,Trinidad & Tobago,TTO,8395519.040272545,0,532307.209740866,7863211.83053168,0
2003,Trinidad & Tobago,TTO,0,0,0,0,0
2004,Trinidad & Tobago,TTO,0,0,0,0,0
2005,Trinidad & Tobago,TTO,0,0,0,0,0
2006,Trinidad & Tobago,TTO,179608677.876102,0,179608677.876102,0,0
2007,Trinidad & Tobago,TTO,0,0,0,0,0
2008,Trinidad & Tobago,TTO,0,0,0,0,0
2009,Trinidad & Tobago,TTO,0,0,0,0,0
2010,Trinidad & Tobago,TTO,0,0,0,0,0
2011,Trinidad & Tobago,TTO,0,39154755.3293073,0,0,0
2012,Trinidad & Tobago,TTO,0,0,0,0,0
2013,Trinidad & Tobago,TTO,0,239196558.71891224,0,0,0
2014,Trinidad & Tobago,TTO,0,0,0,0,0
2015,Trinidad & Tobago,TTO,0,1718973.40800632,0,0,0
2016,Trinidad & Tobago,TTO,0,0,0,0,0
2017,Trinidad & Tobago,TTO,0,0,0,0,0
2000,Tunisia,TUN,0,0,0,0,0
2001,Tunisia,TUN,0,0,0,0,0
2002,Tunisia,TUN,0,0,0,0,0
2003,Tunisia,TUN,0,0,0,0,0
2004,Tunisia,TUN,31881975.9975107,0,0,31881975.9975107,0
2005,Tunisia,TUN,34481733.05033518,0,2298782.20335568,32182950.8469795,0
2006,Tunisia,TUN,19240731.740497753,0,6635788.59148162,11941364.28986797,0
2007,Tunisia,TUN,8416647.36962524,0,4105681.64371963,4310965.72590561,0
2008,Tunisia,TUN,0,0,0,0,0
2009,Tunisia,TUN,11831993.710401911,104491056.645374,11831993.710401911,0,0
2010,Tunisia,TUN,0,0,0,0,0
2011,Tunisia,TUN,7141879.78062306,0,0,0,7141879.78062306
2012,Tunisia,TUN,4324008.322072931,0,1324056.10001251,2999952.22206042,0
2013,Tunisia,TUN,0,0,0,0,0
2014,Tunisia,TUN,31812304.461105343,0,31812304.461105343,0,0
2015,Tunisia,TUN,6420169.70392708,0,0,6420169.70392708,0
2016,Tunisia,TUN,0,0,0,0,0
2017,Tunisia,TUN,40316374.7696111,0,35516374.7696111,4800000,0
2000,Tanzania,TZA,10261633.077392967,0,10261633.077392967,0,0
2001,Tanzania,TZA,179366594.58516008,0,57193247.4477634,0,0
2002,Tanzania,TZA,58502509.94568368,0,5350614.476414183,0,0
2003,Tanzania,TZA,422888.64491973,0,422888.64491973,0,0
